joc_id,comment
NBE01241,"I was surprised at this news. Because I think it is very scary to die to sink. A lot of people is sinking, now. I hope to be discovered. When I was at the age of 10, I went to sea. Of course I went into water, and played. I was drown. It was very scary."
NBE01729,"I felt so sad to hear the news. Why those poor migrants couldn't make good journey though such tragedy could easily prevented? And why they had to be caught fire and capsized off? People all have equal rights. And even though they are poor, they have the freedom of journey and safety. And it mustn't exist to attack such poverty at any time."
NBE01841,"I was surprised for me to read a report. It is because the correspondence to a refugee is severe. I think that a refugee is not lost unless war is lost. Is argument lost? I think that war is not lost by me. Because, people are since he wants profits. We must not pursue only our profits."
NBE01964,"I think that government of Eritrea and Somalia are responsible for this tragedy. In stable government, people will not migrate abroad. Eritreans and Somalis can't help migrating to Europa with dangerously overcrowded and unseaworthy vessels . Because they hope to live in peace area. We can do nothing about this problem until immigrants go through the border between Africa and Europa. This tragedy is difficult to be stamped out."
NBE02536,Immigrant from Africa to Europe has caused my arguments. Many immigrants come to Europe risking their life. In order to make these problems not happen we need to make Africa richer so that Africans won't have to risk their lives to make a living. International cooperation is indispensable in order to solve this issue.
NBE01424,This was a terrible accident. I think governments of Eritrea and Somalia should try to reduce the number of people who migrate from these countries. The reason why so many people try to migrate is the bad condition of their own country. So I think the government of Eritrea and Somalia should try to improve their own country.
NBE01505,We are poor to solve such a racial problem because Japan has only one race. (There are the Ainus and Ryukyuan to be exact. ) So I usually think it is bad to come foreign country to work for migrants. But every country isn't peaceful and rich. So every migrant doesn't want to work foreign country. It is so difficult for human being to solve an international problem. But we never get really peaceful without solving an international problem.
NBE01864,"I was very sad to hear the news because this accident may be kept. I heard that italian ship came there and went away. This means that this accident should be defended by that ship. I am sorry for hundreds of migrant but i also think this voyage is very high risk and dangerous. So they should think more about the situation and change some systems. For example, to ban the migrant people but it is very difficult. . ."
NBE01375,"I was surprised to ad this news, because I didn't know that such a tragedy often happen. I think migrants make a dangerous because they can't make a living if they do not so and have not enough money to ride a good ship. So, I think surrounded countries should offer help to them."
NBE02274,"I agree your opinion. At first, I thought that migrants are pitied. But, we should not think that the plight of migrants is out of the question. Japan may possibly go bankrupt in a few years. We have to be very much aware of the world situation."
NBE02222,"I don't understand why people suffering from serious poverty give births even though it is obvious that their children are going to suffer, too. Relatively rich countries such as European countries cannot afford to save overflowing poor people. When I was in Finland two years ago, the same issue was in crisis. ( And I'm sure it still is. ) My host mother told me that poor immigrants do not work not only because they don't have skills that is needed to work, but also they are lazy. I think they are not used to work before, so they cannot work stably in the same place."
NBE01702,"It's inevitable to happen some tragedy in the world, but I'm so sorry about this time because the case could easily have been prevented. we are living peacefully in Japan, and actually have nothing with people in Africa, so we can live without caring about them. But, the world is becoming more and more global, and we can do very many things we couldn't imagine to do twenty years ago. So I believe that we can even solve the situation in Africa if people in the world cooperate one another to help them. Furthermore, I'm highly expect that the world will continue to progress and make something impossible possible including solving the situation in Africa."
NBE02694,"In Europe , many people from a lot of area live together. Spanish living in Italy , the French living in Russia is an everyday affair. Therefore , this kind of thing can be happened often. I think this kind of problem is difficult to solve."
NBE02615,"I think this miserable accident originates in Immigration issues. In the world as well as Europe, the issues cause so many accidents of this kind, social problems, and even disputes. The root causes of immigration issues lie deep, including historical problems and racial discrimination etc. Therefore, it is so difficult to solve the big issues, but we can solve the accidents kind of this. To solve them, independent organizations, such like UN and NPO, should intervene between immigrant countries. It is also important to increase the number of immigrant countries, including Japan limiting immigrants. Solving seemingly small problems such like this boat accident will finally help us to solve big issues such like immigration issues."
NBE02248,"This accident is a really miserable accident. We have to accept this accident with sincerity. And never don't cause that it is the same as that of future. Therefore, it is necessary to study this incident thoroughly and to knead a preventive measure."
NBE01335,". I sympathize with you. The sentence""there is not 100% safety in the real world"" shocked me and informed me of our life that is next to danger. We should make more safety society for myself."
NBE01326,"I sympathize with you. The sentence""there is not 100% safety in the real world"" shocked me and informed me of our life that is next to danger. We should make more safety society for myself."
NBE01686,"I agree with your opinion. I think that Japanese that live now take it for granted that this country has the peace, but we have to think again about the mistake."
NBE01401,"This news is really miserable. I think this accident has many important problems. For example, people who has taken that boat was illegal immigrants, and they are lived in developing country. So when they need to help to an other country like this situation, the other country will not try to rescue immediately and seriously, because they are illegal immigrants and they are developing people. This fact is really really sad. But this is true I think. I heard that In fact the rescue didn't come as soon as they can. The illegal immigrants is serious problem."
NBE01402,"I agree with you. But it is difficult that many people be member of some kinds of NGO to support developing countries. I just think that many more people know about some international news like this. By doing this, world will start to change."
NBE02594,"I totally agree with you and, what is more, now it is the most important that European countries take migrants more seriously and protect them even if with some requirements."
NBE01866,"I think so too. This accident is very big scale and very scary. Of course, sinking when you played is very scary , but this sinking of the news is more scary. I pray his soul may rest in peace."
NBE02666,"Perhaps this news was not widely broadcast in Japan so many people said in the class that they knew the tragedy for the first time. I think this is a problem. Japanese media should let us know more information around the world such as that accident because the gate from Africa to Europe, the Mediterranean is a significant spot, and over 100 people died there. Of course, Poor migrants always consider big risk to go to other places but we must not ignore the risky situations. Rich countries often rely on the labors from poor countries so they should improve the circumstances around the works as minimal repayment. Perhaps this news was not widely broadcast in Japan so many people said in the class that they knew the tragedy for the first time. I think this is a problem. Japanese media should let us know more information around the world such as that accident because the gate from Africa to Europe, the Mediterranean is a significant spot, and over 100 people died there. Of course, Poor migrants always consider big risk to go to other places but we must not ignore the risky situations. Rich countries often rely on the labors from poor countries so they should improve the circumstances around the works as minimal repayment."
NBE01461,I agree with your opinion. I think the government should consider peace. We should think our country. We should change our world.
NBE02620,"I agree with your opinion. To solve problems of this kind, independent organizations such like UN should impartially intermediate between immigrant countries and emigrant countries. Furthermore, they should sometimes interfere in emigrant countries where people have few jobs and government corrupted."
NBE02023,"I think it is a serious problem. African migrants going to Italian island are increasing. And They go on a jam-packed board. It is danger. I think this accident relates it. And African migrants increasing has two problems. One, Italian population growth rate is rapidly increasing by them. Another, young Italian people has difficulty in catching occupations. So I think African countries and Italy should have the consultation and make some policies."
NBE02802,"I felt quite relieved to know A total of 155 survivors were rescued. However, I was worried about a further 200 people still missing. I hope they will be recovered soon. Moreover, I was sad to think about at least 111 people gone. In order not to cause such a tragedy again, countries all over the world should prepare to accept migrants urgently."
NBE02803,"I agree with you in that it is a problem of every country. In order to make world where every people can live comfortably and happily, every country must try to support poor countries."
NBE02026,"I think it is the accident only in movie and comics"" , this attracted me! I think so! It must not have occurred as your reaction. It is a serious problem has various meanings. From now on, it is on my mind!"
NBE02324,"Most migrations are attributed to the poor living standard in migrants' country. In order to solve this problem, all the European countries should unite and endeavor to improve it. It doesn't matter which European country is most responsible for it."
NBE02342,"I was really surprised about this news. This is because I can't imagine that thousands of migrants tried to cross the Mediterranean Sea to Europe, and have died many times. Also this news make me sad for the immigrants. I think that kind of immigrants are very serious problem. So I think countries should responsible for this problems."
NBE02416,"I was really surprised and felt sad when I read this news. I think that the responsibility of this tragedy doesn't belong to Italy, European countries and any European organization. But there should be something that they can do for the poor people. It must help to solve these problems."
NBE02396,"I like your idea. Although it is difficult for us to solve the migrants' problem, there are still some ways that developed countries can do. One of it may be the cooperation between Europe and Africa."
NBE01889,I was shocked by this news. I think there're many other case like this and are never able to disappeared. We have to face that we are always near the catastrophe of the war or natural disaster.
NBE02421,"I agree with you. I especially like the sentence ""there is not 100% safety in the real world"". That is so true there won't be the completely safe place in the world. But we should keep trying to create better world."
NBE01970,"I don't think so. I think UN should not make an effort to solve this problem but THE african countries should do. Certainly, UN have to work together. But The african countries must play the main role to solve this problem."
NBE01753,"This was so shocking. We many Japanese are rich that we can live with no need of change of situations around us. But on other sides of the world, some people have to change something to live on, disregarding danger. But I think the migrants themselves are responsible for this tragedy because no one wouldn't have forced them to take the dangerous journey."
NBE01627,I agree with you. European countries should support African.
NBE01291,"The news can potentially happen every countries in Europe. There are so many migrants in the area, so this is high time started to discuss the problems about migrants. I think countries should accept them because a country isn't for the natives of a country."
NBE01738,I think so too!! All African people doesn't want to move to European Countries . So they must accept Africans.
NBE02807,"I agree with you in that it is a problem of every country. In order to make world where every people can live comfortably and happily, every country must try to support poor countries."
NBE02257,"I think so too. Rescue workers did very good things. The news was very sad news, but I think very good that many people could be survived."
NBE02569,I agree with you. This crisis is very important not only for Italy but also the other nations including Japan. Migrants is one of the biggest problem in the world. We should think this problem again.
NBE02783,"I agree with you. I respect rescue workers, because they saved a lot of life not only in this case. Therefore, I want to support them."
NBE02170,"I was very surprised at contents of this news. I have a question that why the migrant boat caught fire. It is not only producing numerous victims, but highlighting the problem about illegal immigrant. So, we need to reduce the possibility of happening terrible accident such as the accident appearing in this article."
NBE02471,this news is very interesting to me.
NBE02469,"I agree with you. Whether immigrants is good for the country or not, they must do something to help immigrants. Because it is natural to help other people."
NBE02197,"I feel sad and heave a sigh. I can't believe that such a terrible accident happened some times. I think the accident like this time will happen in the future. To prevent it, it is necessary that people make the good relationships between Europe and Africa."
NBE01249,"I disagree with you. Because if people of a lot of countries live together, we can understand a lot of cultures. Let's live with various people"
NBE02198,"I agree with you generally. However, we can't denounce the migrants. I think they are poor and get out of the situation, but they should take another way."
NBE02519,"I agree with your opinion. I think the government should consider about worker problem. It was not only other countries problem but also Japan's problem. In order to be peace, all we have to solve it."
NBE01531,I agree with you too. European countries need to support African. (I couldn't log in my account. )
NBE02045,"I was very surprised at contents of this news. We repeat same mistakes many times and have to solve this issue. In any case, to prevent the tragedy the international cooperation is essential"
NBE02310,"I feel the same feeling, too you. In the future, the same things may happen. So we should have countermeasure."
NBE02031,"I think it is the accident only in movie and comics , this attracted me! I think so! It must not have occurred as your reaction. It is a serious problem has various meanings. From now on, it is on my mind!"
NBE01350,"This is very sad news. I wonder why such tragedy accidents occur continuously? In fact, we can't feel it is real because it occurs another place where we can't see. We just try to avoid happening same accident again."
NBE01764,"Giving economic support the poor is nothing other than the rich's self-satisfaction. Only under the situation the European countries are suffered by immigrants, they should support them not to let them in. So partly I agree with you."
NBE01846,"I agree with you. It is because international cooperation is required to solve such a problem. However, Japan cares about aggravation of a relation with a foreign country, and has not done good correspondence to the foreign country. Japan had better let an opinion pass more."
NBE02547,"I agree with you. To solve problem like this, European countries should support African who endure poor life."
NBE01440,"when I hear this news, I feel sad. We should do something if we can prevent such terrible accident. In my opinion, governments of Eritrea and Somalia should try to reduce the number of people who migrate from these countries. So many people try to migrate is the bad condition of their own country. So I think they should try to improve their own country."
NBE01269,I felt very sad when I heard this news. I hope that accident like this will not happened anymore
NBE01490,"I agree with you. I think that there is some responsibility to Europe in the refugee problem in Africa, but it is not the only cause. In addition, I think that before bring a charge, saving lives to cooperate in each country is important."
NBE01302,"I agree with you. No matter how serious the cause of the accident are, the life of the people is invaluable. I feel the same as you."
NBE01598,"I thought that this is tragic accident. Generally, passengers riding the immigrant boat are economically weak peoples. They forced to ride the boat for themselves and their families. But by this accident, not only victims but also their families will be suffered. Such accident should not occur again."
NBE01605,"I think so, too. It is not easy thing to rescue people from firing boat. It is very brave action."
NBE02900,"I would like two to describe this incident. One is that I was reminded of the South Korean passenger ship sinking accident. A difference of two incidents is both a sad incident but only the point that the victim was illegal immigration. As for Japan where another of low birthrate and longevity have been a problem, an immigration problem often becomes the center of attention for an increase in population. In that case, Japan has to take in immigration positively rather. . . . As for us the Japanese, this incident may not be every others."
NBE02899,"I approve of homosexuality marriage. It is because one of my friends is bisexual. It is because she only calls it a woman and changes no objects taking to it to us. However, the sexual act between persons of the same sex causes a venereal disease of AIDS or others. Someday, Japan will also face this problem. We have to consider this problem deeply then."
NBE06138,"I think this problem must be urgently resolved. That more immigrants die by such accident would adversely affect both Europe and Africa. And, I think this problem is that both Europe and Africa must be efforts to solve the problem. By doing so, countries in the region will also be on to cooperate."
NBE05115,I became very sad when I read this article. This accident is very terrible. And it is very difficult to solve. But I don't think only Italy has the responsibility of this tragedy. We all must think how to solve this problem deeply because it is the gate of Europe and a lot of people are using it.
NBE07327,"I did not know this kind of sad things still happen today. To me, tragedies while going to new land is just something seen in history textbook as there used to be a lot of people sacrificed in some eras. I hope no accident will occur for people who are really excited to move to new place to start a new life."
NBE05488,"I've forgot or haven't known this tragedy news. Even though circumstances are different, it reminds me of 3.11, which people flown in the sea by Tsunami. But I don't really understand why Human rights become problem if migrants sunk in Europe. ."
NBE07150,"When I read this news for the first time, I remembered Great East Japan Earthquake. This disaster plunged us into fear and sorrow. A lot of people were died and spread in the tsunami. If people who could survive, most of them lost their home. By this news, there are still many people who found themselves in difficulty in their home countries. They must be suffering from a food shortage, unfavorable terms of employment, or the spread of terrible diseases. So, I think we should be accepted more refugees because they have no ways to survive and choice to move away to more comfortable countries to live. Even Japan is a country with many disasters and does not know when we fall into such situation. At that time, how about if other countries do not send us to the country at all? it is important to think about it how I want it if it is oneself if a partner is in trouble. I think we can say this not only a person to a person but also a country to country."
NBE02486,"Long as there is an issue of rich and poor, migrant workers will not disappear. Worker is treated like a machine. They get the money instead of life. Managers want only profit, and forget that workers are human. We should notice something important than profit."
NBE02275,"When I reading the news, I remember the Jewish asylum. Being forced to work in up to 50 C heat, with little water and no air-conditioning in the home is the very life of a slave. It's a pure anachronism. Because we live in affluent circumstances, we tend to think that starvation and the death of fatigue is virtual thing. But, the benefits of the Industrial Revolution are not given to every people."
NBE02368,"When I heard this news, I think there is luck of press freedom. Qatar government said ""Number of dead is exaggerated. ""and denied media reports of labor situation, as long as taking their toll, I think getting attach to the number is crazy. Qatar government accepts this case as read seriously and should take a proactive stance on problems in labor environment. Otherwise Qatar is not said the nation fit to host FIFA World Cup."
NBE02147,"Many people look forward to 2022 FIFA World Cup. However, it should not be held by immolating Nepalese laborers. FIFA World Cup and The Olympics are often called as the symbol of peace and friendship. But, they may be only the festival of money basically. We should think ""Which is more important, the fun of sports or the life of laborers?"" Of course, the answer is clear."
NBE02390,"Nepalese workers came to Qatar to earn their families' living, so I think it is inevitable that they suffer from bad conditions. I would predict that many Nepalese people are living in poor surrounding in their home countries as well, and it is not good for them to send back to Nepal either. In order to solve this problem, I think NGOs or some sort of international organizations should help Nepalese get better life in their country."
NBE01617,"I am sad to read the article. One of the important purposes of the international sports meet is to promote mutual friendship between the countries, I think. Of course the World Cup is not an exception. So the fact that many people are dying behind that purpose is so ironic. To solve the problem, the transparency of the process of the construction should be released and if needed, the other countries should cooperate to improve the work environment."
NBE02107,"I was surprised to hear the news. I didn't think of those plight that many people dye because of the world cup. The anticipated number of people who dye until 2020 is also shocking. The number shows how the environment of the workers is horrible. Every time we hear of a big event(like world cup ) hosted in developing country(like Qatar) maybe we should imagine that there will be a huge number of people who work in a plight, just like this case."
NBE02095,"was surprised to hear the news. I didn't think of those plight that many people dye because of the world cup. The anticipated number of people who dye until 2020 is also shocking. The number shows how the environment of the workers is horrible. Every time we hear of a big event(like world cup ) hosted in developing country(like Qatar) maybe we should imagine that there will be a huge number of people who work in a plight, just like this case."
NBE01819,"The problem of labor circumstances should be shown and other countries should recognize it. Such a problem is difficult to be seen by others. Qatar may take an action to it by the criticism from all over the world. In the first place, World Cup is the event that all people enjoy joining. The player and the spectator don't want to think that the labors die because of it and the family of victim would be sad every year of Would Cup. All labors must be treated as a person who has human rights."
NBE02122,"The tournament would not be ""built on the blood of innocents"". I think it is correct. The purpose of the World Cup is not only watching heated games, but also making contribution to the development of the host country. For Qatar, hosting the World Cup is effective in economy. And a lot of profits can be gained. However, in the process of the World Cup (for example making infrastructures) , worker's right should be saved."
NBE02301,"I wonder for what to ignore the problem of workers leading to death by overwork many, to hold the Olympic Games. The government must improve the working environment. And, I think that we should consider the human rights of human beings. Without regard to human rights, I am against the Olympic Games to be held."
NBE01915,I think it is a very serious problem. Other countries which hold the Olympic Games and the World Cup would do the same thing. It is because they have to build stadiums though they don't have enough time. So they tend to force migrant workers to work harshly.
NBE02746,"Such perilous conditions is sad news for me because I think the FIFA World Cup should be entertainment for everyone. However, at the same time, I am ashamed of having fun watching the game without knowing such bad conditions. I don't want 4, 000 people to die before the 2022 FIFA World Cup. I hope the Qatari Government will immediately support workers who went there to work and send money back to their poor families."
NBE02772,This article make me feel sad. A lot of migrant labor work so hard to build infrastructure for the 2022 World Cup. I doubt whether World Cup which cause many migrant labor die is really important. I think the place held World Cup should be changed.
NBE01995,"I was very surprised to hear that. Trade unionists and human rights campaigners have forced the world to recognize the plight of Nepalese laborers in Qatar, who have to work ""like slaves"". This is not good thing. This country have to change the way."
NBE01705,"I felt sad to read this article. The world cup is what originally bring us peace and happiness, but it's actually leading many tragedies. I believe that people in the present time can use the greatest technology ever and help one another in the world if we try, so we should do them. I want our country Japan to be one of leaders to achieve them, and hopefully, I do want to make a contribution to it in the future. To make it true, I must study much including English, experience a lot and think carefully and widely."
NBE02490,I agree with your opinion. The power of sport can be made world peace. But victims for sports are not allowed. Such a sport does not make sense.
NBE01776,Many people look forward to holding FIFA World Cup in 2022. But I think it should not be held by people who work in serious environment. Preferably other country should send on a voluntary assistance. I think course on the way not only the results but is also very important.
NBE01380,"I was surprised and felt sad when I read this article. It is regret that the event everybody should enjoy is realized on sacrifice. I think that such a case happened in various countries so far. However, I thought that such a tragedy should have disappeared as the years go by. Something like worker association and labor standards supervision place starts and longs that the labor circumstances of people is kept. In addition, I think that other countries should help with the establishment, if necessary. I hope that something like worker association and labor standards supervision place starts and a working condition is protected by them. In addition, I think that other countries should help with the establishment , if necessary ."
NBE02224,"I am sad to read this news. I thought international events such as World Cups or the Olympics make severe economical situation better. There are many migrants suffering from slavery labor for those events. This is like we , who live in developed countries, are the privileged classes in the old days exploiting slaves to have fun. I feel sorry for the migrants."
NBE02225,A voluntary assistance is a good idea that I did not come up with.
NBE01681,"I think that it is cruel and I feel sad to read this news. That is certain for sure , holding World Cups or Olympic Games bring a profit all the aspects. But it is necessary to put worker's in substance shoes. I think it should be make things better."
NBE01578,"I believed that holding World Cup had a good effect on a host country as it needs construction of many buildings, infrastructure and transportations and that this gave a great chance to get a job to people both in the host country and in the countries around it. On the other hand, it didn't come to my mind that migrant workers had been forced to work under a very bad condition. The Qatar 2022 supreme committee should improve the working condition immediately. In addition, it must compensate workers and their families for their injuries and deaths with sufficient money. I hope that benefits of hosting World Cup 2022 will be shared by as many people as possible."
NBE01462,"I was sad to hear that news. Nepalese workers came to Qatar to earn money. it is bad that Nepalese work in bad condition to held 2022 FIFA World Cup. Many people are looking forward to 2022 FIFA World Cup. However, FIFA World Cup has sad background. Sports festival like this is a symbol of peace. I hope many people in the world enjoy national sports festival. Sports festival can be a ray of hope."
NBE02515,"I felt so sad to hear the news because I am really looking forward to The Qatar 2022 World Cup. The World Cup is the most international soccer tournament held every four years. Host country have to make efforts to prepare in order to succeed it. Of course, host country have the duty that all thing must be prepared by 2022. However, nepalese workers were dead because of bad condition. The government must take action quickly to solve the worker problem and reconsider the way to prepare it. . The real success of the World Cup is that not only host country but also any other countries can really enjoy it without sad accidents, in my opinion."
NBE02672,"Forced labor under the bad conditions such as heat and no water is a heinous crime which one uses only his power. A rule by using one's power doesn't have legitimacy, so we should prohibit this kind of rule. However, I believe the huge arrangement of infrastructure for World Cup has a positive impact on a host country as a result. And I want to focus only on football at World Cup, tournament management should not be conspicuous."
NBE01331,"I felt sad to read this article. Some times, it is said that FIFA World Cup is the symbol as world's peace and friendship. In spite of this, the situation is the reverse. In order to make FIFA World Cup fun for every one, we should change this situation. For this, first thing we can do is knowing more problem."
NBE02343,I felt so sad to hear this news. This is because World Cup is the symbol of world's peace and friend ship. Also a lot of people are looking forward it. I think one of the problem about it is the luck of freedom. I think human rights should be protected. So that we should try to change the situation now.
NBE01560,"I think that the World Cup can make one's country's economy better. However, cases like this news often happens. Host country must finish preparation of facilities which are needed to hold soccer event, but sometimes it is difficult to do it for host country itself. Therefore, FIFA should give money or other things so that workers can work in safe conditions."
NBE02702,"Generally , we think Qatar is the rich country. So , this news surprises at me. I think the government should bridge the gap between the rich and the poor."
NBE01754,This news article reminded me of the female workers in the time from Meiji to Showa era. They also worked in severe conditions and low wages to help their family's lives. So I'm so shocked and surprised at this news because I hardly have thought that the problems like this are still taking place now in 21 century. I hope this horrible situation would improve as soon as possible.
NBE02568,"When I read this headline, It gave me big shocking. Before I know this topic, my image for World Cup is only enjoying the playing the soccer. But actually it is not true. Behind people's joy, many poor people are forced to work at bad situation. I think we should be hold World Cup with the way everyone is happy."
NBE02725,"When I read this article, I feel really sad. We can always live our lives in comfortable. So we may not imagine this condition correctly. But for them urgent action is necessary. Supply without breaking their life style is important."
NBE02259,"I feel very sad. I like to see FIFA World Cup very much. Word Cup is very good event for me. But I don't agree to hold World Cup in Qatar. I want to change the host country, for example Japan!"
NBE02208,"I think this news is the tip of an iceberg. In Japan, there're news about work. In order to cut labor costs, boss makes hard condition for workers. I think government should soon cope with this problem."
NBE01847,"I agree with you. Because, probably, the manager does not regard them as people. The manager regards them as it being a tool. I am impressed by the World Cup of soccer being held. In practice, if I think that there were a labor problem etc. , I am sad."
NBE01441,"I was really surprised to hear that. Trade unionists and human rights campaigners have forced the world to recognize the plight of Nepalese laborers in Qatar, who have to work ""like slaves"". The truth that some peoples are being worked like slaves is a bad situation, . This country have to change this situation."
NBE01898,"This fact is nothing but catastrophe. Employers no longer see workers as the machine, not the human."
NBE01298,"I think Qatar shouldn't have detained the two Germans because Qatar has a lot of oil and money. It is clear that the labor may start the riot under such a bad condition, but it is also clear that giving the labor a good condition makes us feel good. I'm wondering why Qatar did such action."
NBE01551,"Of course I think drone should not be used. There are three reasons for that. First, I think the users of drones may not feel the sense of killing people. Users of drones do not have to go to the field of war and can live everyday lives after their work. Second, I think that people can trigger wars easily if drones are used because no people of one's own country would die. Third, because of inaccuracy of drones , many civilians are killed indiscriminately. To decrease the use of drones, I think that America must cooperate because America have so many drones. To attain that, UN should try to regulate the power of America in the UN. If that can be achieved, situations may be improved somewhat."
NBE02485,"I have read this article, I remembered the Nintendo War. To kill a lot of people, using missiles feels a guilty feeling less than to kill a human with knife. It would give us a little guilty to kill people even by using unmanned aircraft. Even more it is absurd that citizens became victims. I don't believe in peace which is brought by military power."
NBE02273,"I think drone strikes is the epoch-making method to kill the people, exactly. Because the company can alive by using this method even when we kill a lot of people. So, I understand that the Obama administration escalated the use of it little bit."
NBE01992,"I think it is difficult to decide which is justice about this problem. Drone strikes, UAVs, is the methods the U. S have used in order to counter terrorism. It is not easy for them to replace it by using other means. This problem will be debatable for along time."
NBE01679,"I was surprised at the news. I think that the drone strike is very dangerous weapon. By using drone strikes, many people are killed without difficulty. I also think that why a side that drop bombs on a country that is another side does not talk a matter out with another side before dropping bombs. It is so far to come the peaceful world."
NBE02367,"I was surprised at the case that many citizens has become victim to drone strikes. The report said ""Drones can reduce the damage of citizens depending on how. "", as long as victims of more than 400 people have come up to now, there is no difference to be dangerous. At the same time, a courier service by drones is started in Australia, it is a useful use to reduce costs by using drones. Therefore, we should be considered how to make useful citizens, instead of hurting the citizen."
NBE02745,"Is the use of drone strikes good for peace? When I read this article, such question crossed my mind. Before, my answer to this question was absolutely ""No"" because I didn't think that killing people was the best way to maintain public order. Then, I got confused because I could kind of understand the US argument, reading the article. However, I still have the same answer. We shouldn't use drone strikes so much. I think drone strikes can promote war because they are unmanned weapons. Such weapons may lighten the guilty feeling. Of course, to punish radical terrorist, it sometimes needs to use such weapons, but it had a risk of involving innocent people. That's why I think we should refrain from using drone strikes."
NBE02148,"When I read this news, I remember Three Laws of Robotics. This law tells ""A robot may not harm a human being, or, through inaction, allow a human being to come to harm. "" Actually, many people think this law is a fancy. To sum up, a robot can not keep this rule. If we use drone and UAVs, we must be careful about not be out of control."
NBE02389,"I was shocked by reading the following passage. It is said that Pakistan ministry of foreign affairs has records of as many as 330 drone strikes in the country's north-western tribal areas since 2004. Up to 2200 people have been killed of whom at least 400 civilians. Knowing this fact, I do not think drone strikes should be accepted for now. It is because so many innocent people have been killed due to the strikes. I know that they are necessary for Americans to prevent terrorism, but I feel that they should think other ways unless remotely piloted aircrafts are dangerous. Other than that, the American government would be able to use those improved enough to handle safely. For example, American forces can operate some sort of system that predicts unusual situation to prevent attacks scientifically. If science develops more, I believe it could be done."
NBE02221,"Americans love to be a ""hero"" but they need to think about what ""justice"" they are fighting for."
NBE02770,"I think that using drone have both negative point and positive point. First, negative point is guilty conscience. Of course, murder is heavy crime, so people who remote control drone do not kill others directly. As a result, they do not feel guilty conscience. Second, positive point is the number of casualties. Drone is unmanned vehicle. Therefore, if drone was broken, nobody died. In conclusion, I agreed using drone in order to counter terrorism, because it makes the number of casualties decrease."
NBE02096,I really feel frustrated every time I hear of a
NBE02097,"I feel really frustrated when I hear a news or a paradoxical problem related to US military. And that's one of my greatest conscious. Well well indeed , those drones and other military technology shows the nation's power and how great the US is. But that's all. The US haven't gained any other power to solve international issues. The US haven't changed since 9.11 . US should search other way to show the strength of the US."
NBE02563,"I think this problem is not simple and there is no best answer for everyone. The one thinks it is the most important to guarantee the civilian's lives and safety, the other thinks using the drones is only to protect the country and civilians so stopping using them can't allow. It is difficult to use them with no victims. the happening without intentionally can not be avoided. We should find the point of compromise between ""military"" and ""civilian safety""."
NBE01793,"When I read this article, I was very shock. I didn't know that UAV has been made and killed a lot of civilians already. I had thought such a vehicle is not made for a long time. I oppose using such an UAV. Surely the pilots who died by a battle will decrease. However citizen dies as ever, and war will become easy to happen. So I can't agree to it."
NBE01818,"Even if the strike is safer than traditional methods, actually, it made civilian casualties. So the Obama administration can't say it is one of means to counter terrorism. The strike causes damage to citizen and it isn't effective in protecting them. The violence produces the violence again and it is vicious cycle. I think the best way to solve the problem of terrorism is discussion, but it is true that this method is difficult. So America should offer information people need at least. The lack of transparency makes people uneasiness."
NBE02510,"I don't agree with the use of drone strikes. There are two reasons. First, the drone have the lack of judgment. In my opinion, the machine won't judge who are a non-combatant exactly even if it is difficult for human to judge exactly. So the drone will not keep the international law. As a result, a lot of non-combatants may be killed at random by drone. Second, the drone cannot be immune to breakdown. Drone is machine, and nobody knows the time when the machine is out of order. So the drone should not be used."
NBE02721,"I was surprised and terrified by reading this article. America uses the drone strikes under the pretext of counter-terrorism. But actually they use it to make their profit, for instance economical profit. In spite of this situation, more and more American ordinary people lend their hands to the government to do the drone strike. I think they did it like playing game because they cannot see the situation which is attacked by drone strike. In addition, it is so difficult to have sufficient evidence. I think if we do not touch the problem, only America makes their profit and the number of civilian casualties will increase. So, I do not agree with the use of drone strikes and we need measures to deal with the situation soon."
NBE01703,"I'm living peacefully in Japan thinking like no more danger to be involved in some war. I consider the world war two last big one for us, because people in the world experienced the worst tragedy ever. But it doesn't seem to be true. It's possible to happen some tragedy again, actually terrible things are still on in the other part of world, though I haven't experienced but only watched them on TV. We must learn from the past and mustn't repeat mistakes by cooperating one another all around the world. I hope that nowadays' great technology of human such as drone will be used with proper way and the world will be changed better without wars."
NBE02068,"This is so difficult problem. Certainly, it's important to attack without risk of attacker, but it's limited only if attacker is absolute justice. But, there are not such as absolute justice. US and terrorist have a reason to attack somebody. Of course terrorist's reason is unacceptable. I think US is attacking to help civilian, but if they're killing innocent, it's same as terrorism. If drone strike kill many civilian, US have to stop attacks by UAVs. However if US do nothing to these country, many civilians will be killed by terrorist. My opinion, US drone strike is not guilty, but it must stop, and many country (not only US) have to think and act about this problem."
NBE02121,"Even if whatever reasons there is, I think, we should not injure or hurt other people. Drone strikes can injure people easily. The people attack need not go to the front. Of course, I oppose that going to the front and attacking. I hope there would be no arms all over the world."
